"elderly_id","city","request_date","status","needs","request_id"
197,"Mc Cormick",2025-03-14,"Completed","Errands (post office, dry cleaning), Tech support (computers, phones), Companionship (social activities), Medication reminders (non-medical), Social event planning, Housekeeping, Gardening, Tech support (computers, phones), Playing games (cards, board games), Transportation to appointments","R591"
198,"Harrisville",2025-02-21,"Completed","Housekeeping, Walking/exercise assistance","R592"
198,"Harrisville",2025-02-28,"Completed","Housekeeping, Walking/exercise assistance","R593"
198,"Harrisville",2025-03-10,"Completed","Housekeeping, Walking/exercise assistance","R594"
199,"Bakersfield",2025-03-19,"Completed","Respite care (for family caregivers), Assistive technology training, Social event planning, Cooking meals, Music and entertainment, Senior center activities, Cooking meals, Home safety assessments, Housekeeping, Respite care (for family caregivers)","R595"
199,"Bakersfield",2025-03-04,"Pending","Respite care (for family caregivers), Assistive technology training, Social event planning, Cooking meals, Music and entertainment, Senior center activities, Cooking meals, Home safety assessments, Housekeeping, Respite care (for family caregivers)","R596"
199,"Bakersfield",2025-03-06,"Completed","Respite care (for family caregivers), Assistive technology training, Social event planning, Cooking meals, Music and entertainment, Senior center activities, Cooking meals, Home safety assessments, Housekeeping, Respite care (for family caregivers)","R597"
200,"Oberlin",2025-02-23,"Completed","Personal care (dressing, bathing - non-medical), Assistive technology training, Home safety assessments, Arts and crafts activities, Medication reminders (non-medical)","R598"
200,"Oberlin",2025-03-19,"Pending","Personal care (dressing, bathing - non-medical), Assistive technology training, Home safety assessments, Arts and crafts activities, Medication reminders (non-medical)","R599"
200,"Oberlin",2025-03-06,"Pending","Personal care (dressing, bathing - non-medical), Assistive technology training, Home safety assessments, Arts and crafts activities, Medication reminders (non-medical)","R600"
201,"Hebo",2025-03-12,"Completed","Pet care, Housekeeping, Reading aloud (books, newspapers), Tech support (computers, phones)","R601"
201,"Hebo",2025-02-20,"Pending","Pet care, Housekeeping, Reading aloud (books, newspapers), Tech support (computers, phones)","R602"
201,"Hebo",2025-03-09,"Completed","Pet care, Housekeeping, Reading aloud (books, newspapers), Tech support (computers, phones)","R603"
202,"Saint Martinville",2025-03-15,"Pending","Grocery shopping, Pet care, Assistive technology training, Errands (post office, dry cleaning), Grocery shopping, Pet care, Social event planning, Walking/exercise assistance, Mental wellness support (non-clinical), Assistive technology training","R604"
202,"Saint Martinville",2025-03-14,"Completed","Grocery shopping, Pet care, Assistive technology training, Errands (post office, dry cleaning), Grocery shopping, Pet care, Social event planning, Walking/exercise assistance, Mental wellness support (non-clinical), Assistive technology training","R605"
202,"Saint Martinville",2025-02-21,"Completed","Grocery shopping, Pet care, Assistive technology training, Errands (post office, dry cleaning), Grocery shopping, Pet care, Social event planning, Walking/exercise assistance, Mental wellness support (non-clinical), Assistive technology training","R606"
203,"Minoa",2025-02-20,"Completed","Transportation to appointments, Cooking meals, Travel companionship","R607"
203,"Minoa",2025-03-10,"Completed","Transportation to appointments, Cooking meals, Travel companionship","R608"
203,"Minoa",2025-03-07,"Pending","Transportation to appointments, Cooking meals, Travel companionship","R609"
204,"Huxford",2025-03-04,"Pending","Housekeeping, Personal care (dressing, bathing - non-medical), Respite care (for family caregivers), Fall prevention assistance, Home maintenance (minor repairs), Travel companionship, Accessibility modifications (home), Transportation to appointments","R610"
204,"Huxford",2025-02-28,"Completed","Housekeeping, Personal care (dressing, bathing - non-medical), Respite care (for family caregivers), Fall prevention assistance, Home maintenance (minor repairs), Travel companionship, Accessibility modifications (home), Transportation to appointments","R611"
204,"Huxford",2025-02-24,"Completed","Housekeeping, Personal care (dressing, bathing - non-medical), Respite care (for family caregivers), Fall prevention assistance, Home maintenance (minor repairs), Travel companionship, Accessibility modifications (home), Transportation to appointments","R612"
205,"Conway",2025-03-02,"Completed","Travel companionship","R613"
205,"Conway",2025-03-18,"Completed","Travel companionship","R614"
205,"Conway",2025-02-17,"Pending","Travel companionship","R615"
206,"West Manchester",2025-03-18,"Completed","Pet care, Housekeeping, Accessibility modifications (home), Cooking meals, Music and entertainment, Playing games (cards, board games), Errands (post office, dry cleaning), Legal assistance referrals","R616"
206,"West Manchester",2025-03-02,"Completed","Pet care, Housekeeping, Accessibility modifications (home), Cooking meals, Music and entertainment, Playing games (cards, board games), Errands (post office, dry cleaning), Legal assistance referrals","R617"
206,"West Manchester",2025-02-23,"Completed","Pet care, Housekeeping, Accessibility modifications (home), Cooking meals, Music and entertainment, Playing games (cards, board games), Errands (post office, dry cleaning), Legal assistance referrals","R618"
207,"Lookout",2025-03-15,"Completed","Companionship (social activities)","R619"
207,"Lookout",2025-03-08,"Completed","Companionship (social activities)","R620"
207,"Lookout",2025-03-12,"Completed","Companionship (social activities)","R621"
208,"Newbern",2025-03-11,"Completed","Companionship (social activities)","R622"
208,"Newbern",2025-03-04,"Completed","Companionship (social activities)","R623"
208,"Newbern",2025-03-10,"Pending","Companionship (social activities)","R624"
209,"Harborside",2025-02-21,"Completed","Home safety assessments, Transportation to appointments, Pet care, Cooking meals, Financial management assistance (budgeting), Financial management assistance (budgeting), Accessibility modifications (home), Grocery shopping, Arts and crafts activities","R625"
209,"Harborside",2025-03-19,"Completed","Home safety assessments, Transportation to appointments, Pet care, Cooking meals, Financial management assistance (budgeting), Financial management assistance (budgeting), Accessibility modifications (home), Grocery shopping, Arts and crafts activities","R626"
209,"Harborside",2025-03-15,"Completed","Home safety assessments, Transportation to appointments, Pet care, Cooking meals, Financial management assistance (budgeting), Financial management assistance (budgeting), Accessibility modifications (home), Grocery shopping, Arts and crafts activities","R627"
210,"Cawood",2025-03-06,"Pending","Walking/exercise assistance, Travel companionship, Fall prevention assistance, Pet care, Home safety assessments, Companionship (social activities), Legal assistance referrals, Reading aloud (books, newspapers), Accessibility modifications (home)","R628"
210,"Cawood",2025-03-17,"Completed","Walking/exercise assistance, Travel companionship, Fall prevention assistance, Pet care, Home safety assessments, Companionship (social activities), Legal assistance referrals, Reading aloud (books, newspapers), Accessibility modifications (home)","R629"
210,"Cawood",2025-03-15,"Completed","Walking/exercise assistance, Travel companionship, Fall prevention assistance, Pet care, Home safety assessments, Companionship (social activities), Legal assistance referrals, Reading aloud (books, newspapers), Accessibility modifications (home)","R630"
211,"Iowa City",2025-03-16,"Completed","Pet care, Arts and crafts activities, Arts and crafts activities, Reading aloud (books, newspapers), Legal assistance referrals, Financial management assistance (budgeting)","R631"
211,"Iowa City",2025-03-05,"Pending","Pet care, Arts and crafts activities, Arts and crafts activities, Reading aloud (books, newspapers), Legal assistance referrals, Financial management assistance (budgeting)","R632"
211,"Iowa City",2025-03-14,"Completed","Pet care, Arts and crafts activities, Arts and crafts activities, Reading aloud (books, newspapers), Legal assistance referrals, Financial management assistance (budgeting)","R633"
212,"Corinth",2025-03-09,"Completed","Gardening","R634"
212,"Corinth",2025-02-27,"Pending","Gardening","R635"
212,"Corinth",2025-02-22,"Pending","Gardening","R636"
213,"Centenary",2025-02-17,"Completed","Fall prevention assistance","R637"
213,"Centenary",2025-03-04,"Completed","Fall prevention assistance","R638"
213,"Centenary",2025-02-22,"Completed","Fall prevention assistance","R639"
214,"Elkhorn",2025-02-27,"Pending","Errands (post office, dry cleaning), Errands (post office, dry cleaning), Medication reminders (non-medical), Social event planning, Music and entertainment","R640"
214,"Elkhorn",2025-03-17,"Completed","Errands (post office, dry cleaning), Errands (post office, dry cleaning), Medication reminders (non-medical), Social event planning, Music and entertainment","R641"
214,"Elkhorn",2025-03-11,"Completed","Errands (post office, dry cleaning), Errands (post office, dry cleaning), Medication reminders (non-medical), Social event planning, Music and entertainment","R642"
215,"Hanford",2025-03-08,"Pending","Cooking meals, Fall prevention assistance, Fall prevention assistance, Assistive technology training","R643"
215,"Hanford",2025-03-05,"Completed","Cooking meals, Fall prevention assistance, Fall prevention assistance, Assistive technology training","R644"
215,"Hanford",2025-02-18,"Pending","Cooking meals, Fall prevention assistance, Fall prevention assistance, Assistive technology training","R645"
216,"Pinola",2025-02-18,"Pending","Travel companionship, Errands (post office, dry cleaning), Cooking meals, Assistive technology training, Music and entertainment","R646"
216,"Pinola",2025-03-19,"Pending","Travel companionship, Errands (post office, dry cleaning), Cooking meals, Assistive technology training, Music and entertainment","R647"
216,"Pinola",2025-03-12,"Completed","Travel companionship, Errands (post office, dry cleaning), Cooking meals, Assistive technology training, Music and entertainment","R648"
217,"Cincinnati",2025-02-25,"Completed","Social event planning, Travel companionship, Grocery shopping, Social event planning","R649"
217,"Cincinnati",2025-02-23,"Pending","Social event planning, Travel companionship, Grocery shopping, Social event planning","R650"
217,"Cincinnati",2025-02-21,"Completed","Social event planning, Travel companionship, Grocery shopping, Social event planning","R651"
218,"Hoyt Lakes",2025-02-26,"Completed","Senior center activities, Volunteer coordination","R652"
218,"Hoyt Lakes",2025-03-10,"Completed","Senior center activities, Volunteer coordination","R653"
218,"Hoyt Lakes",2025-02-20,"Completed","Senior center activities, Volunteer coordination","R654"
219,"Willsboro",2025-02-19,"Completed","Mental wellness support (non-clinical), Playing games (cards, board games), Tech support (computers, phones), Legal assistance referrals, Fall prevention assistance","R655"
219,"Willsboro",2025-03-05,"Completed","Mental wellness support (non-clinical), Playing games (cards, board games), Tech support (computers, phones), Legal assistance referrals, Fall prevention assistance","R656"
219,"Willsboro",2025-03-16,"Completed","Mental wellness support (non-clinical), Playing games (cards, board games), Tech support (computers, phones), Legal assistance referrals, Fall prevention assistance","R657"
220,"Charleston",2025-03-12,"Pending","Reading aloud (books, newspapers), Reading aloud (books, newspapers), Arts and crafts activities, Reading aloud (books, newspapers), Errands (post office, dry cleaning), Home safety assessments, Senior center activities, Housekeeping","R658"
220,"Charleston",2025-02-18,"Completed","Reading aloud (books, newspapers), Reading aloud (books, newspapers), Arts and crafts activities, Reading aloud (books, newspapers), Errands (post office, dry cleaning), Home safety assessments, Senior center activities, Housekeeping","R659"
220,"Charleston",2025-03-18,"Completed","Reading aloud (books, newspapers), Reading aloud (books, newspapers), Arts and crafts activities, Reading aloud (books, newspapers), Errands (post office, dry cleaning), Home safety assessments, Senior center activities, Housekeeping","R660"
221,"Brant",2025-02-22,"Completed","Gardening, Housekeeping, Arts and crafts activities, Financial management assistance (budgeting)","R661"
221,"Brant",2025-03-16,"Pending","Gardening, Housekeeping, Arts and crafts activities, Financial management assistance (budgeting)","R662"
221,"Brant",2025-02-24,"Pending","Gardening, Housekeeping, Arts and crafts activities, Financial management assistance (budgeting)","R663"
222,"Madison",2025-03-02,"Completed","Mental wellness support (non-clinical), Senior center activities, Pet care, Arts and crafts activities, Pet care, Fall prevention assistance","R664"
222,"Madison",2025-03-18,"Completed","Mental wellness support (non-clinical), Senior center activities, Pet care, Arts and crafts activities, Pet care, Fall prevention assistance","R665"
222,"Madison",2025-02-27,"Completed","Mental wellness support (non-clinical), Senior center activities, Pet care, Arts and crafts activities, Pet care, Fall prevention assistance","R666"
223,"Louin",2025-03-05,"Completed","Senior center activities, Senior center activities","R667"
223,"Louin",2025-03-17,"Pending","Senior center activities, Senior center activities","R668"
223,"Louin",2025-03-11,"Pending","Senior center activities, Senior center activities","R669"
224,"Ionia",2025-02-21,"Completed","Senior center activities, Volunteer coordination, Companionship (social activities), Walking/exercise assistance, Home maintenance (minor repairs), Music and entertainment, Walking/exercise assistance, Legal assistance referrals, Home safety assessments","R670"
224,"Ionia",2025-02-28,"Completed","Senior center activities, Volunteer coordination, Companionship (social activities), Walking/exercise assistance, Home maintenance (minor repairs), Music and entertainment, Walking/exercise assistance, Legal assistance referrals, Home safety assessments","R671"
224,"Ionia",2025-03-15,"Completed","Senior center activities, Volunteer coordination, Companionship (social activities), Walking/exercise assistance, Home maintenance (minor repairs), Music and entertainment, Walking/exercise assistance, Legal assistance referrals, Home safety assessments","R672"
225,"Waco",2025-03-02,"Completed","Arts and crafts activities, Arts and crafts activities, Medication reminders (non-medical), Transportation to appointments","R673"
225,"Waco",2025-03-18,"Pending","Arts and crafts activities, Arts and crafts activities, Medication reminders (non-medical), Transportation to appointments","R674"
225,"Waco",2025-03-16,"Completed","Arts and crafts activities, Arts and crafts activities, Medication reminders (non-medical), Transportation to appointments","R675"
226,"Rose",2025-03-02,"Completed","Grocery shopping, Travel companionship, Home maintenance (minor repairs), Cooking meals, Cooking meals, Errands (post office, dry cleaning)","R676"
226,"Rose",2025-03-07,"Completed","Grocery shopping, Travel companionship, Home maintenance (minor repairs), Cooking meals, Cooking meals, Errands (post office, dry cleaning)","R677"
226,"Rose",2025-03-14,"Pending","Grocery shopping, Travel companionship, Home maintenance (minor repairs), Cooking meals, Cooking meals, Errands (post office, dry cleaning)","R678"
227,"Matamoras",2025-02-22,"Pending","Accessibility modifications (home), Transportation to appointments, Home maintenance (minor repairs), Legal assistance referrals, Respite care (for family caregivers), Respite care (for family caregivers), Mental wellness support (non-clinical), Educational programs","R679"
227,"Matamoras",2025-03-04,"Pending","Accessibility modifications (home), Transportation to appointments, Home maintenance (minor repairs), Legal assistance referrals, Respite care (for family caregivers), Respite care (for family caregivers), Mental wellness support (non-clinical), Educational programs","R680"
227,"Matamoras",2025-02-19,"Completed","Accessibility modifications (home), Transportation to appointments, Home maintenance (minor repairs), Legal assistance referrals, Respite care (for family caregivers), Respite care (for family caregivers), Mental wellness support (non-clinical), Educational programs","R681"
228,"East Wilton",2025-03-19,"Pending","Educational programs, Home safety assessments, Tech support (computers, phones), Social event planning, Personal care (dressing, bathing - non-medical), Tech support (computers, phones)","R682"
228,"East Wilton",2025-02-18,"Pending","Educational programs, Home safety assessments, Tech support (computers, phones), Social event planning, Personal care (dressing, bathing - non-medical), Tech support (computers, phones)","R683"
228,"East Wilton",2025-03-07,"Completed","Educational programs, Home safety assessments, Tech support (computers, phones), Social event planning, Personal care (dressing, bathing - non-medical), Tech support (computers, phones)","R684"
229,"Griffin",2025-03-12,"Completed","Reading aloud (books, newspapers), Respite care (for family caregivers), Music and entertainment, Cooking meals","R685"
229,"Griffin",2025-03-19,"Pending","Reading aloud (books, newspapers), Respite care (for family caregivers), Music and entertainment, Cooking meals","R686"
229,"Griffin",2025-03-09,"Pending","Reading aloud (books, newspapers), Respite care (for family caregivers), Music and entertainment, Cooking meals","R687"
230,"Jacobson",2025-03-01,"Completed","Personal care (dressing, bathing - non-medical), Cooking meals","R688"
230,"Jacobson",2025-03-14,"Completed","Personal care (dressing, bathing - non-medical), Cooking meals","R689"
230,"Jacobson",2025-02-25,"Completed","Personal care (dressing, bathing - non-medical), Cooking meals","R690"
231,"Fall River",2025-02-19,"Completed","Travel companionship, Mental wellness support (non-clinical), Respite care (for family caregivers), Senior center activities, Playing games (cards, board games), Tech support (computers, phones)","R691"
231,"Fall River",2025-03-09,"Completed","Travel companionship, Mental wellness support (non-clinical), Respite care (for family caregivers), Senior center activities, Playing games (cards, board games), Tech support (computers, phones)","R692"
231,"Fall River",2025-03-15,"Pending","Travel companionship, Mental wellness support (non-clinical), Respite care (for family caregivers), Senior center activities, Playing games (cards, board games), Tech support (computers, phones)","R693"
232,"Washington",2025-03-01,"Pending","Assistive technology training, Home safety assessments, Music and entertainment","R694"
232,"Washington",2025-03-06,"Pending","Assistive technology training, Home safety assessments, Music and entertainment","R695"
232,"Washington",2025-03-09,"Pending","Assistive technology training, Home safety assessments, Music and entertainment","R696"
233,"Maple Mount",2025-03-12,"Completed","Financial management assistance (budgeting), Transportation to appointments, Mental wellness support (non-clinical)","R697"
233,"Maple Mount",2025-02-24,"Completed","Financial management assistance (budgeting), Transportation to appointments, Mental wellness support (non-clinical)","R698"
233,"Maple Mount",2025-03-17,"Completed","Financial management assistance (budgeting), Transportation to appointments, Mental wellness support (non-clinical)","R699"
234,"Hebo",2025-03-02,"Completed","Assistive technology training, Errands (post office, dry cleaning), Pet care, Financial management assistance (budgeting), Fall prevention assistance","R700"
234,"Hebo",2025-02-27,"Completed","Assistive technology training, Errands (post office, dry cleaning), Pet care, Financial management assistance (budgeting), Fall prevention assistance","R701"
234,"Hebo",2025-03-06,"Completed","Assistive technology training, Errands (post office, dry cleaning), Pet care, Financial management assistance (budgeting), Fall prevention assistance","R702"
235,"Rockholds",2025-03-03,"Completed","Walking/exercise assistance, Fall prevention assistance, Pet care, Personal care (dressing, bathing - non-medical)","R703"
235,"Rockholds",2025-02-27,"Completed","Walking/exercise assistance, Fall prevention assistance, Pet care, Personal care (dressing, bathing - non-medical)","R704"
235,"Rockholds",2025-03-04,"Completed","Walking/exercise assistance, Fall prevention assistance, Pet care, Personal care (dressing, bathing - non-medical)","R705"
236,"Dillsburg",2025-02-19,"Pending","Social event planning, Reading aloud (books, newspapers), Senior center activities, Educational programs","R706"
236,"Dillsburg",2025-03-02,"Completed","Social event planning, Reading aloud (books, newspapers), Senior center activities, Educational programs","R707"
236,"Dillsburg",2025-02-26,"Completed","Social event planning, Reading aloud (books, newspapers), Senior center activities, Educational programs","R708"
237,"Stockton",2025-03-14,"Completed","Arts and crafts activities, Travel companionship, Arts and crafts activities, Companionship (social activities), Pet care, Mental wellness support (non-clinical), Walking/exercise assistance","R709"
237,"Stockton",2025-03-07,"Completed","Arts and crafts activities, Travel companionship, Arts and crafts activities, Companionship (social activities), Pet care, Mental wellness support (non-clinical), Walking/exercise assistance","R710"
237,"Stockton",2025-02-23,"Completed","Arts and crafts activities, Travel companionship, Arts and crafts activities, Companionship (social activities), Pet care, Mental wellness support (non-clinical), Walking/exercise assistance","R711"
238,"Charlotte",2025-02-18,"Completed","Senior center activities, Pet care, Legal assistance referrals","R712"
238,"Charlotte",2025-02-20,"Pending","Senior center activities, Pet care, Legal assistance referrals","R713"
238,"Charlotte",2025-03-16,"Pending","Senior center activities, Pet care, Legal assistance referrals","R714"
239,"Hufsmith",2025-03-01,"Pending","Tech support (computers, phones), Respite care (for family caregivers), Playing games (cards, board games), Respite care (for family caregivers), Arts and crafts activities, Cooking meals","R715"
239,"Hufsmith",2025-02-18,"Completed","Tech support (computers, phones), Respite care (for family caregivers), Playing games (cards, board games), Respite care (for family caregivers), Arts and crafts activities, Cooking meals","R716"
239,"Hufsmith",2025-02-17,"Completed","Tech support (computers, phones), Respite care (for family caregivers), Playing games (cards, board games), Respite care (for family caregivers), Arts and crafts activities, Cooking meals","R717"
240,"Fort Lauderdale",2025-03-16,"Pending","Arts and crafts activities, Social event planning, Financial management assistance (budgeting), Senior center activities, Grocery shopping, Mental wellness support (non-clinical), Errands (post office, dry cleaning)","R718"
240,"Fort Lauderdale",2025-03-03,"Pending","Arts and crafts activities, Social event planning, Financial management assistance (budgeting), Senior center activities, Grocery shopping, Mental wellness support (non-clinical), Errands (post office, dry cleaning)","R719"
240,"Fort Lauderdale",2025-02-25,"Completed","Arts and crafts activities, Social event planning, Financial management assistance (budgeting), Senior center activities, Grocery shopping, Mental wellness support (non-clinical), Errands (post office, dry cleaning)","R720"
241,"Rosario",2025-03-01,"Completed","Pet care, Respite care (for family caregivers)","R721"
241,"Rosario",2025-03-11,"Completed","Pet care, Respite care (for family caregivers)","R722"
241,"Rosario",2025-02-22,"Pending","Pet care, Respite care (for family caregivers)","R723"
242,"Sioux Falls",2025-02-27,"Pending","Personal care (dressing, bathing - non-medical), Reading aloud (books, newspapers), Senior center activities, Mental wellness support (non-clinical), Mental wellness support (non-clinical), Travel companionship, Home maintenance (minor repairs), Assistive technology training","R724"
242,"Sioux Falls",2025-03-15,"Pending","Personal care (dressing, bathing - non-medical), Reading aloud (books, newspapers), Senior center activities, Mental wellness support (non-clinical), Mental wellness support (non-clinical), Travel companionship, Home maintenance (minor repairs), Assistive technology training","R725"
242,"Sioux Falls",2025-03-13,"Completed","Personal care (dressing, bathing - non-medical), Reading aloud (books, newspapers), Senior center activities, Mental wellness support (non-clinical), Mental wellness support (non-clinical), Travel companionship, Home maintenance (minor repairs), Assistive technology training","R726"
243,"Little Switzerland",2025-02-18,"Completed","Senior center activities, Companionship (social activities), Cooking meals, Respite care (for family caregivers), Senior center activities, Cooking meals, Walking/exercise assistance, Educational programs","R727"
243,"Little Switzerland",2025-03-02,"Completed","Senior center activities, Companionship (social activities), Cooking meals, Respite care (for family caregivers), Senior center activities, Cooking meals, Walking/exercise assistance, Educational programs","R728"
243,"Little Switzerland",2025-03-18,"Completed","Senior center activities, Companionship (social activities), Cooking meals, Respite care (for family caregivers), Senior center activities, Cooking meals, Walking/exercise assistance, Educational programs","R729"
244,"San Antonio",2025-03-05,"Completed","Legal assistance referrals, Pet care, Educational programs, Home safety assessments, Travel companionship, Travel companionship, Transportation to appointments","R730"
244,"San Antonio",2025-03-12,"Pending","Legal assistance referrals, Pet care, Educational programs, Home safety assessments, Travel companionship, Travel companionship, Transportation to appointments","R731"
244,"San Antonio",2025-03-06,"Completed","Legal assistance referrals, Pet care, Educational programs, Home safety assessments, Travel companionship, Travel companionship, Transportation to appointments","R732"
245,"Travelers Rest",2025-03-12,"Completed","Travel companionship, Walking/exercise assistance, Travel companionship, Tech support (computers, phones), Fall prevention assistance, Gardening, Social event planning","R733"
245,"Travelers Rest",2025-03-17,"Completed","Travel companionship, Walking/exercise assistance, Travel companionship, Tech support (computers, phones), Fall prevention assistance, Gardening, Social event planning","R734"
245,"Travelers Rest",2025-03-05,"Pending","Travel companionship, Walking/exercise assistance, Travel companionship, Tech support (computers, phones), Fall prevention assistance, Gardening, Social event planning","R735"
246,"Saint Francis",2025-03-06,"Completed","Walking/exercise assistance, Housekeeping","R736"
246,"Saint Francis",2025-03-01,"Pending","Walking/exercise assistance, Housekeeping","R737"
246,"Saint Francis",2025-03-08,"Completed","Walking/exercise assistance, Housekeeping","R738"
247,"Hampden",2025-03-19,"Completed","Senior center activities, Playing games (cards, board games), Volunteer coordination, Travel companionship, Legal assistance referrals, Volunteer coordination, Tech support (computers, phones), Cooking meals, Grocery shopping, Errands (post office, dry cleaning)","R739"
247,"Hampden",2025-03-14,"Pending","Senior center activities, Playing games (cards, board games), Volunteer coordination, Travel companionship, Legal assistance referrals, Volunteer coordination, Tech support (computers, phones), Cooking meals, Grocery shopping, Errands (post office, dry cleaning)","R740"
247,"Hampden",2025-03-06,"Completed","Senior center activities, Playing games (cards, board games), Volunteer coordination, Travel companionship, Legal assistance referrals, Volunteer coordination, Tech support (computers, phones), Cooking meals, Grocery shopping, Errands (post office, dry cleaning)","R741"
248,"Rollins",2025-02-21,"Pending","Home safety assessments, Mental wellness support (non-clinical), Social event planning, Reading aloud (books, newspapers), Home maintenance (minor repairs), Grocery shopping, Tech support (computers, phones)","R742"
248,"Rollins",2025-03-06,"Completed","Home safety assessments, Mental wellness support (non-clinical), Social event planning, Reading aloud (books, newspapers), Home maintenance (minor repairs), Grocery shopping, Tech support (computers, phones)","R743"
248,"Rollins",2025-03-04,"Pending","Home safety assessments, Mental wellness support (non-clinical), Social event planning, Reading aloud (books, newspapers), Home maintenance (minor repairs), Grocery shopping, Tech support (computers, phones)","R744"
249,"Wilder",2025-03-17,"Completed","Tech support (computers, phones), Educational programs, Pet care, Reading aloud (books, newspapers), Grocery shopping","R745"
249,"Wilder",2025-02-19,"Completed","Tech support (computers, phones), Educational programs, Pet care, Reading aloud (books, newspapers), Grocery shopping","R746"
249,"Wilder",2025-03-05,"Pending","Tech support (computers, phones), Educational programs, Pet care, Reading aloud (books, newspapers), Grocery shopping","R747"
250,"Lisle",2025-03-19,"Completed","Reading aloud (books, newspapers)","R748"
250,"Lisle",2025-03-15,"Completed","Reading aloud (books, newspapers)","R749"
250,"Lisle",2025-03-06,"Completed","Reading aloud (books, newspapers)","R750"
251,"Marshall",2025-02-26,"Completed","Transportation to appointments","R751"
251,"Marshall",2025-03-19,"Completed","Transportation to appointments","R752"
251,"Marshall",2025-02-28,"Completed","Transportation to appointments","R753"
252,"Willow Springs",2025-03-07,"Completed","Pet care, Home safety assessments, Tech support (computers, phones), Volunteer coordination","R754"
252,"Willow Springs",2025-02-26,"Completed","Pet care, Home safety assessments, Tech support (computers, phones), Volunteer coordination","R755"
252,"Willow Springs",2025-03-12,"Pending","Pet care, Home safety assessments, Tech support (computers, phones), Volunteer coordination","R756"
253,"Chase",2025-03-14,"Completed","Medication reminders (non-medical)","R757"
253,"Chase",2025-02-23,"Completed","Medication reminders (non-medical)","R758"
253,"Chase",2025-02-18,"Completed","Medication reminders (non-medical)","R759"
254,"Fargo",2025-03-06,"Completed","Home safety assessments, Legal assistance referrals, Music and entertainment, Fall prevention assistance, Accessibility modifications (home), Medication reminders (non-medical)","R760"
254,"Fargo",2025-03-18,"Completed","Home safety assessments, Legal assistance referrals, Music and entertainment, Fall prevention assistance, Accessibility modifications (home), Medication reminders (non-medical)","R761"
254,"Fargo",2025-02-26,"Completed","Home safety assessments, Legal assistance referrals, Music and entertainment, Fall prevention assistance, Accessibility modifications (home), Medication reminders (non-medical)","R762"
255,"Bassett",2025-03-07,"Completed","Errands (post office, dry cleaning), Tech support (computers, phones), Playing games (cards, board games), Home maintenance (minor repairs), Reading aloud (books, newspapers), Assistive technology training, Accessibility modifications (home)","R763"
255,"Bassett",2025-03-08,"Pending","Errands (post office, dry cleaning), Tech support (computers, phones), Playing games (cards, board games), Home maintenance (minor repairs), Reading aloud (books, newspapers), Assistive technology training, Accessibility modifications (home)","R764"
255,"Bassett",2025-02-17,"Pending","Errands (post office, dry cleaning), Tech support (computers, phones), Playing games (cards, board games), Home maintenance (minor repairs), Reading aloud (books, newspapers), Assistive technology training, Accessibility modifications (home)","R765"
256,"Jackson",2025-02-26,"Pending","Volunteer coordination, Legal assistance referrals","R766"
256,"Jackson",2025-03-19,"Completed","Volunteer coordination, Legal assistance referrals","R767"
256,"Jackson",2025-03-14,"Completed","Volunteer coordination, Legal assistance referrals","R768"
257,"Bismarck",2025-03-07,"Completed","Housekeeping, Arts and crafts activities, Companionship (social activities), Senior center activities, Companionship (social activities), Medication reminders (non-medical)","R769"
257,"Bismarck",2025-03-15,"Completed","Housekeeping, Arts and crafts activities, Companionship (social activities), Senior center activities, Companionship (social activities), Medication reminders (non-medical)","R770"
257,"Bismarck",2025-02-27,"Pending","Housekeeping, Arts and crafts activities, Companionship (social activities), Senior center activities, Companionship (social activities), Medication reminders (non-medical)","R771"
258,"Wallingford",2025-02-17,"Completed","Accessibility modifications (home), Pet care","R772"
258,"Wallingford",2025-03-07,"Pending","Accessibility modifications (home), Pet care","R773"
258,"Wallingford",2025-03-02,"Completed","Accessibility modifications (home), Pet care","R774"
259,"Lakeside",2025-03-13,"Completed","Reading aloud (books, newspapers), Legal assistance referrals, Respite care (for family caregivers), Playing games (cards, board games), Social event planning, Travel companionship","R775"
259,"Lakeside",2025-03-06,"Pending","Reading aloud (books, newspapers), Legal assistance referrals, Respite care (for family caregivers), Playing games (cards, board games), Social event planning, Travel companionship","R776"
259,"Lakeside",2025-03-15,"Pending","Reading aloud (books, newspapers), Legal assistance referrals, Respite care (for family caregivers), Playing games (cards, board games), Social event planning, Travel companionship","R777"
260,"Sheridan Lake",2025-03-06,"Completed","Assistive technology training, Reading aloud (books, newspapers), Home safety assessments, Travel companionship, Educational programs, Accessibility modifications (home)","R778"
260,"Sheridan Lake",2025-03-14,"Completed","Assistive technology training, Reading aloud (books, newspapers), Home safety assessments, Travel companionship, Educational programs, Accessibility modifications (home)","R779"
260,"Sheridan Lake",2025-03-04,"Pending","Assistive technology training, Reading aloud (books, newspapers), Home safety assessments, Travel companionship, Educational programs, Accessibility modifications (home)","R780"
261,"Morgan City",2025-03-18,"Completed","Legal assistance referrals","R781"
261,"Morgan City",2025-02-23,"Pending","Legal assistance referrals","R782"
261,"Morgan City",2025-02-24,"Completed","Legal assistance referrals","R783"
262,"Haven",2025-03-12,"Completed","Respite care (for family caregivers), Tech support (computers, phones)","R784"
262,"Haven",2025-02-20,"Pending","Respite care (for family caregivers), Tech support (computers, phones)","R785"
262,"Haven",2025-03-01,"Pending","Respite care (for family caregivers), Tech support (computers, phones)","R786"
